id,firstName,lastName,identifier,affiliation
eaab8e04-ef0e-47f9-bb11-41c4f5dcc4ca,Matt,Bates,,
3a46e694-789a-4562-83d6-c22afb7ff43b,Hari Narayana,Batta,,
45b967be-280a-4d5c-9b61-94f4e25ef161,Juanjo,Bazán,https://orcid.org/0000-0001-7699-3983,ae017f21-f6fd-4c09-84b9-7fd53d0a4f5d
cf47283e-57e9-45df-b736-f02459ce4aec,Jasper P.,Beckers,,4ed5d469-0d88-453b-8228-b3807b0e2626
18eb53cf-0832-4184-b89c-b2109f013649,Manas Satish,Bedmutha,,
b624eb37-c9b7-4b25-8f34-74b3959b89f5,Ed,Behn,,
d3f251f9-02cd-47de-9035-fe6b0ae9ac4a,Samuel,Bennett,https://orcid.org/0000-0001-6420-4422,"171a2ce4-d40b-4ae5-87ed-f123ba8fc15a,9f484934-0c53-489e-9b8b-8a65b2ab9c9e,7e963725-347b-4ce7-8738-92e557f8a8a6"
b93f43a7-4cce-4c93-8e11-f970df77975c,Justin,Bergeron,,
0778a0a5-4ea3-4ea3-b9c0-98907b2ae07e,Kristin L.,Berry,https://orcid.org/0000-0001-9757-9706,a48c479b-9ffb-424a-95d0-613e4e81343a
1833a89c-9a41-4a3c-b12d-6d80cf3505bc,Ludovico,Bessi,,
a3cb96dd-425f-4a62-9df4-38930f40a7ca,Adwait,Bhope,https://orcid.org/0000-0002-7133-8776,"7776ae22-4ea1-4f95-9157-4ffa4c6f9ef3,47774bae-cdfe-416f-92d2-5577e4157b83"
1b75b882-4265-45ef-b626-f3ca98973f30,John,Biersteker,https://orcid.org/0000-0001-5243-241X,fe6fa0d0-5481-4f2d-af9c-3efaab078a5e
adc78ed0-7599-4988-af2f-a09a83f951bd,Daniel D.,Billett,https://orcid.org/0000-0002-8905-8609,fa54b15f-9620-4e57-b8d8-9c8cac5d69a5
e1de620b-45ea-462c-91a7-3e3d087167df,Monica,Bobra,https://orcid.org/0000-0002-5662-9604,f4b6fb89-a1dd-4dab-b4b5-ffbe234b8e5b
881e4b66-a1f0-4db0-97fe-04c807cd69ee,Abhigyan,Bose,,
21edb453-23f6-42f5-8c8d-1b3c25e92a5d,Charles,Bowers,https://orcid.org/0000-0002-6336-7526,be8190be-8394-4daf-8b39-11062eb07595
b590fe84-d0e5-45c9-8cb2-ac973cdda47f,Thomas,Braccia,,
745c8171-9c5d-4ced-84c8-14b528ed9ce2,,Brandon,,15af32d3-e38a-47d1-91d8-2e8f73aea5a4
58d5618a-09c9-4251-917d-f015f71495a9,Daniel,Brandt,https://orcid.org/0000-0003-3034-5440,db2743cc-cea3-4aa0-b9db-81ca915b00a0
2fee2aa4-3926-4434-8379-3ca7389f8804,Erik,Bray,,
eee9c593-0df0-4db7-8ab8-2a0dfcf1f27f,Daniel Garcia,Briseno,,
bede8ae3-bc2f-4b0d-960a-2eef7f14e6d8,Ezra,Brooks,,cbffb9db-933c-4928-8b43-93b9a64ff8f4
2f59d23f-d47f-4138-99cb-ff109a9bd78e,Collin,Brown,https://orcid.org/0000-0001-6113-4860,95b9b2de-978d-4925-b8a4-af5ab96b746f
421dff5c-1450-47ef-9fc1-9e3131401d59,Khalil,Bryant,,3263f163-f39a-4284-8d60-836619fb7395
984412cb-de8a-4a16-bab8-f96bc1a25fc0,Dumindu,Buddhika,,
07e65f4b-c981-4408-81d4-4a3e5f874211,Juan Camilo,Buitrago-Casas,,
da569b72-7c06-4f8d-b6f8-118c5f2cbbb1,Aaron,Bukowski,https://orcid.org/0000-0002-1960-933X,
30e5c9a2-d541-4be1-b2b9-917eb0f68d55,Zach,Burnett,,cd98a763-8d31-4704-a219-9d1f43a05888
52da8ed1-f691-46f3-9827-6800e0e0bfd7,Angeline,Burrell,https://orcid.org/0000-0001-8875-9326,"bbea6ab9-2135-414d-af37-d81216e13d4d,9abcd015-b050-4461-85ab-6f2533deb50c"
f7b3bdcf-7b56-4991-afba-3ebf42be109f,Lei,Cai,,
481229d7-54be-4f5a-9b10-634cb08c6838,Lei,Cai,https://orcid.org/0000-0003-0127-7303,5639973f-3756-4eda-a4ec-1c2b928968b3
a873cf08-3da2-4039-916c-3bcc13fefdb7,James,Calixto,,
fbce5f2b-fae0-4652-ba3f-9b79c4a84201,Eryn,Cangi,https://orcid.org/0000-0002-8548-4088,"b242cb07-2bcb-4afe-ba5e-e89ae812899d,d6db5f01-5945-49e6-bf41-8758dae049db"
69da4a2c-241b-44a3-82a6-5352e881497b,Brian T.,Carcich,https://orcid.org/0000-0001-9211-6526,3252589a-dcc2-4561-8cd6-2b07bd53217f
bf627954-1ea1-4e8f-a831-635871dd9e2a,Sean,Carroll,,
2fce0bfb-8b67-4290-b4c0-28a0e78db377,Thomas A,Caswell,,
09687def-9fb7-4fc0-96c5-ec959994c9fc,Goran,Cetusic,,
4692a7c0-7de7-4974-b8b2-1d8a0bc0115e,Darren,Chaddock,,e4ba8605-201c-4311-9879-a01a3b635971
57525d46-d476-4c07-90de-7c12d27b1d69,Mike,Chaffin,,"b242cb07-2bcb-4afe-ba5e-e89ae812899d,d6db5f01-5945-49e6-bf41-8758dae049db"
cef04c28-7cd5-4491-9378-565f2a75c5c8,Pritish,Chakraborty,https://orcid.org/0000-0001-8875-5819,b5c60d33-da63-42e9-8f8e-8a59ff177a8a
eea2352d-f8b4-45bc-b0b1-e670620837e2,Pritish,Chakraborty,,
254f6c01-0886-4df5-a486-c2ac2e3169fb,Shibaji,Chakraborty,https://orcid.org/0000-0001-6792-0037,f32614d5-4fce-4412-8564-a3a2febf5ece
bafb8e18-e079-4890-9b97-4fcf0b77f90b,Rehan,Chalana,,1105bacc-f706-44fb-a160-a81c969d5a51
6b277116-5612-48db-9372-d2eadbc80b94,Sean,Chambers,,
bbd2089d-b373-4b2a-be74-3087974f6db3,Michael,Chambliss,https://orcid.org/0009-0003-7493-0542,
fc90f9cc-aee0-4526-893a-06098ef861c5,Prateek,Chanda,https://orcid.org/0000-0002-7068-2866,0eea266f-44b1-4adb-a11f-56507b7416c7
0142a50e-03fd-4949-93fc-2e08feee0c12,Suman,Chapai,,
9a0582e7-4973-4f6d-934c-b62cb061ed07,Michael,Charlton,,
2efad427-197e-4532-aac7-c56a7b5d9b54,Agneet,Chatterjee,https://orcid.org/0000-0002-0961-9569,d851d14d-d955-48cb-be4e-0994c5181ea5
b3e7e1ce-dc21-41a1-a24a-99222f6e53f8,Ankur,Chattopadhyay,,
5c104f22-267f-43d0-9809-e3b145a56372,Vatsalya,Chaubey,,
cd2b2bab-14a5-45d2-90e8-fa7751a9d741,Kaustubh,Chaudhari,https://orcid.org/0000-0003-1734-5075,aa2b60b1-7329-4f69-a2a0-241fe46bb7b8
78710a8c-562b-4d44-80de-747185d4a1f3,Bin,Chen,,bd9b52ac-d477-4f34-bb3d-1e3129dbec17
78975cd1-de6e-4ffa-a22c-3580a04d6995,Yu,Chen,,
a2407cea-4581-4ce7-9884-8ec301a99853,Nihanth Wagmi,Cherukuru,,ae5a2bfb-122f-45fc-8b79-f0dd7dcb785f
dcc1bf24-bd36-4ca4-a31a-46736f3560e3,Mark,Cheung,,
312ecd23-8956-4709-b8f3-8a333d51f8f3,André,Chicrala,https://orcid.org/0000-0002-5230-4909,8bfb79d8-3fbb-465b-b346-5408e5bff3f2
cca2f050-9e70-4aa3-9373-c2e044bf162f,Gareth,Chisham,https://orcid.org/0000-0003-1151-5934,a3303928-86fd-4ddb-82d9-512f31314dab
df91143d-57e5-4d94-acbc-c7d194209160,Syed Md Mihan,Chistie,https://orcid.org/0009-0007-5883-2749,ae55eb78-ff59-47ed-ab35-377290079cd7
2a3d6002-7690-47a4-9491-e01f51eb61b0,Nicky,Chorley,https://orcid.org/0000-0002-2747-2716,cb389108-6175-44bf-a9b9-feeb935c8be0
e949d91d-2873-47c6-a123-47bd598284ba,Apoorv,Choubey,,
bf06b318-dc37-4d0b-bf48-448ae4f044c9,Nitin,Choudhary,https://orcid.org/0000-0001-6915-4583,f6aa8e81-5b2d-4463-a460-12e32161993e
94abf15b-80ad-45df-b99a-70625d3c6af0,Aryan,Chouhan,https://orcid.org/0000-0001-8004-7586,c4f92fbc-831f-4d5b-8ee7-4f7bee13de63
9216cf52-d2bb-46ba-857a-049d0a574f22,Steven,Christe,https://orcid.org/0000-0001-6127-795X,6d94ed90-534f-445e-970f-c05fb10ccf0b
87160253-b4e3-421d-863a-39ea410dd706,,clyne,,
ba49d98a-aa7b-479d-9bee-b1eaf30b7c53,Stefan,Codrescu,https://orcid.org/0000-0002-8615-4216,"9678da82-2203-4d29-9b84-cbab7d820b83,0932a88c-0c19-4a8c-86bd-982fd4b9a2f1"
04ac9c44-f2d9-4c63-8607-80e33c159fc3,,Colinrsmall,,6da76f19-0dd1-47e2-8518-9c2220c5879b
a4fe31d5-3dff-4e85-acdc-ce4e783d4bd5,AMGeO,Collaboration,,d6db5f01-5945-49e6-bf41-8758dae049db
1be0259c-a32d-442e-a2cf-749a8e5e52a8,Hannah,Collier,https://orcid.org/0000-0001-5592-8023,96d84323-3232-4108-8ebf-2d0f2b774ac2
6ca53604-0509-44fb-a16a-dd3b939e54e6,PlasmaPy,Community,,
432e3fb2-e9d1-4264-b653-8f90da548caf,The SunPy,Community,,
6f5d0b1e-95ea-4cee-af20-a649f2157f70,,CoreCode,,8b64f70f-f0cb-4279-a335-a35a53f8bc55
0d267836-dfe4-4fc1-a311-c913090079df,Matt,Craig,,1527650d-26b2-4f4c-ae09-f0b6765ed150
dcbea284-9ea0-4f44-9739-ccbe5fc26ea4,Patrick,Cruce,,
adaeffc8-9f38-4686-99d2-17f834ef25d1,Shannon,Curry,https://orcid.org/0000-0002-7463-9419,d6db5f01-5945-49e6-bf41-8758dae049db
ef38cac4-cb69-4d41-af63-8ba919cde2e1,Sally,Dacie,https://orcid.org/0000-0001-7572-2903,734ce4bc-b28b-4325-8410-16face99cf08
d72c8def-f0ad-4a42-95dd-0ec8f9b9af01,Trung Kien,Dang,https://orcid.org/0000-0001-7562-6495,94e3d625-be68-40d4-aa73-414511f83b82
c7352fd3-d447-4964-b23b-45c7921ea04b,Ratul,Das,https://orcid.org/0000-0002-5845-9979,09b88fff-03a4-4fa2-ba3a-84f9c1d46275
6f727f3a-bc06-4ffc-ae61-f485ebd5e04e,Daniel,D'Avella,,
11e567be-d84b-4397-b557-ba0414f0e1f5,Joel,Daves,,ae5a2bfb-122f-45fc-8b79-f0dd7dcb785f
1f894bce-d651-41c2-b8b1-6eee6e135032,Jacob,Deal,,
72dd0b19-36e6-4dff-b4c4-37f6e1e0b072,Megh,Dedhia,https://orcid.org/0000-0002-5828-7679,c4f92fbc-831f-4d5b-8ee7-4f7bee13de63
ab09132c-4a4c-42af-87ff-292f937bd79a,Craig,DeForest,https://orcid.org/0000-0002-7164-2786,7d4f0f58-8d42-4a8d-a6bb-94821a2079f3
fa83ef07-cbd2-45d4-85ab-f6a42c6af06b,Matthew,Depew,,b4e53c0a-b3ad-4b19-b5ca-0dde57afc6a2
8d22ac3b-7978-48dd-bb88-1c1dfb2c6ef9,M.,Detwiller,,fa54b15f-9620-4e57-b8d8-9c8cac5d69a5
7ca2877b-19ca-47d2-a187-f497edd2841f,The SunPy,Developers,,
8bdec27c-3437-440e-8862-d3312c5d89f0,Diego,Diaz,,
75a5881d-2830-46d0-b598-81a5e6bacae0,Gabriel,Dima,https://orcid.org/0000-0002-6003-4646,"fb6f89b6-db57-4af1-be22-24e0fab6652f,65f44074-81e7-4f50-90b4-58b6dbe4fa57,db32e02a-02ce-4b0d-abc6-e101a877beb8,c6a6ef8a-9408-4b65-9d0f-7985f790e094"
2b57fbc8-6e76-4585-8e30-a8c46bbbb664,Ansh,Dixit,https://orcid.org/0009-0004-7872-0419,464b27d6-7ee3-410b-8697-87de0425e7e7
428d9b8f-5db4-41ab-8471-00c9d4c40131,Eric,Donovan,,e4ba8605-201c-4311-9879-a01a3b635971
82615276-558a-4e76-856e-b7ecbfe75172,Fionnlagh Mackenzie,Dover,https://orcid.org/0000-0002-1984-7303,ca4f1e4d-41f2-43fa-800b-bf65fc3af244
e49f3487-71e0-446e-ac76-930a15d96eff,Nina,Dresing,https://orcid.org/0000-0003-3903-4649,acb7415f-70c1-466c-a1c0-e4deb76c479f
b434374c-df1e-4feb-baaa-5262d8dd19ad,Alexander,Drozdov,https://orcid.org/0000-0002-5334-2026,df2eece9-956d-44d2-a946-8bd78f235caa
dc4f7ca1-6772-46c4-8ae1-04437c3d17e9,Sanjeev,Dubey,,
f9a70c3e-0a85-4266-b588-02ce23dd2b9a,Jayraj,Dulange,https://orcid.org/0009-0003-2993-7382,f520861f-e53f-4be3-ad15-999a041dbcbe
912b2856-0a80-4174-a0e8-aefddd7638a1,Timothy M.,Duly,,
8f8da490-f6e0-438d-b821-13e7a835c11c,Damian Barrous,Dume,https://orcid.org/0009-0006-2684-0675,"92f2f47f-e094-4444-9d58-f0036766f588,712a56e4-8cff-4efa-8bcf-0fc9ba806316"
6d4c29e9-2bf4-4f26-8aae-6d59fa79c3de,Romain,Dupuis,,
b34c6ff8-48da-46b6-a478-613ced7c263a,Romain,Dupuis,,
a1793f62-a3fc-408f-88a7-a4c3f077d059,Romain,Dupuis,,
c5d6aeb5-c4e4-40c5-af58-653f72315957,Romain,Dupuis,,
c3fac4c8-4757-48ef-98b3-91dc9fe80701,Romain,Dupuis,,
696e5a62-e16d-4da8-9b62-bb79df1b72c3,Romain,Dupuis,,
0c220e50-2a23-4d7d-be4d-32ad07d07630,Matt,Earnshaw,,
7c2caad1-b39d-48e9-89e3-438b590a6316,,eganhila,,0425c0df-a43b-490b-93b9-01a6302cec95
aae7aca0-6258-463a-8ae9-54924d291117,Ricky,Egeland,https://orcid.org/0000-0002-4996-0753,aee7d2cf-e54e-4773-9aff-ec23ae0d6752
20701c05-4803-41b3-a443-82fb917c133c,Helge,Eichhorn,https://orcid.org/0000-0003-0303-5199,1a6a5187-63e8-4838-919c-283cdd39e805
2c31422d-505f-4e3c-a26f-ef56842b1a0c,Arthur,Eigenbrot,https://orcid.org/0000-0003-0810-4368,13fe88b2-aefb-46cb-bae7-2ea7f2c2b531
eb22e87f-91a5-46b6-88e3-fe2c97c77c99,Leah,Einhorn,,
f53b64e1-ee7e-4a68-b2d1-25795263715c,Josh,Elliott,,328d16c6-842f-4034-ad52-82240dc36ccb
0e8e72ff-f844-4b1b-a46b-4b16d5c097bf,Orhan,Eroglu,,ae5a2bfb-122f-45fc-8b79-f0dd7dcb785f
c5f78e8a-cffc-47d5-9984-491494410b7a,John,Evans,,
1772fd04-891a-4b11-8bae-b74ac87089c4,Erik,Everson,https://orcid.org/0000-0001-6079-8307,5d1beafb-ceba-4800-850a-8a7d57e11788
3c43820b-198f-43ed-8263-8df835a126e2,Jeremy,Faden,https://orcid.org/0000-0003-2397-488X,"87cbf117-5cac-4d86-8e05-fe74146dc42c,3509d74e-8ba0-4ead-99a1-79d34b28457c"
c8079dcd-7441-4f7b-8aae-ed9e240cf0e4,Jeremy,Faden,,
f561dae0-827b-42fb-be8a-6782e9b25f10,Ken,Fairchild,,
1276702f-be28-4cb1-bb4b-bd185ce3af06,Thomas,Fan,,
05b3b114-ea84-41c7-92db-27ac30922bc1,Suleiman,Farah,https://orcid.org/0009-0001-3304-2923,0d817634-9fe6-49c2-92d6-da7861dada96
8687b258-2473-46b0-975e-44f29cdce5e3,Samaiyah I.,Farid,https://orcid.org/0000-0003-0223-7004,7706c349-0f19-4b70-b292-4a3f7859a2ba
d04b21a1-01ea-4616-b72b-5294accde02d,Aaron,Flores,,
0c8c5417-8d63-436e-b46d-48069439f016,Dan,F-M,,
a3bf3a23-4e6a-4d60-af08-287b1954425d,Johan Freiherr von,Forstner,https://orcid.org/0000-0002-1390-4776,"b544774f-8179-4cdb-a081-b169d2d4a547,4def61ef-8485-4376-9ee7-890106b571e1"
99b9fa02-3f2d-45cd-9717-de9b4e5f0e88,Johan L. Freiherr von,Forstner,,94a648a6-bd72-46fe-bffe-389ea3297df2
eda988f5-3df0-4122-bc01-b32bc1ab730b,Ian,Franda,,
3140b882-cf13-4b58-b262-8b3860e450db,,frederic-auchere,,
e401fe95-ab39-4d61-9cf8-3ce1108dbda2,S. L.,Freeland,,e03ba528-f640-46c1-a1bb-e1a68eea4f0a
de7c0779-16ad-4710-83fe-433ebcb2b5c7,Nabil,Freij,https://orcid.org/0000-0002-6253-082X,"f39019aa-9a3f-4aca-83c1-5d99e4bb36d6,de2bd54e-04d7-41fd-91b6-0cb90061a55e,4cafc79f-a355-4fe6-aead-82d55f9354f2"
98dd4738-76a4-4bdb-bca9-e3dc7ebef0e7,,FreyaJain,,
5d6003b0-165b-4c03-96a2-1ee59884ad47,Reinhard,Friedel,https://orcid.org/https://orcid.org/0000-0002-5228-0281,d402d7df-3761-492c-ab7f-90226678a25c
4c934026-92a0-43dc-915e-00bb0ba2a6f8,Nathaniel,Frissell,,8ed44163-4384-4622-af9b-458efbdc52ed
a27a6239-3f2b-435c-bc84-5a4371340f85,Amarjit Singh,Gaba,https://orcid.org/0000-0002-9505-0160,05df5c9c-e096-4b67-a9c1-012f160936a8
2fa50d70-2e6e-403d-9397-3e4de603d2a1,,_Gagan,,
a36dc72f-09af-464d-ab07-dfb907c778c1,Draven,Galeshuck,https://orcid.org/0000-0003-3985-4225,fa54b15f-9620-4e57-b8d8-9c8cac5d69a5
950770de-e264-4ccb-b576-c8ca55dc6cc2,Tim,Gates,,
f817d40e-5d15-4425-9a98-9f97713c5ded,,gchintzo,,
77a38114-57a0-4489-b36b-e12cdd163923,Vincent,Génot,https://orcid.org/0000-0002-7708-8077,
9d3b3e56-6b57-4f61-9372-e939fcb3310e,,Ghaithq,,
e9ddb14c-b566-4f4e-9cde-6359db8f751c,Koustav,Ghosh,,
7e5d2151-9b5c-41f6-97b5-df5349eac54b,Sourav,Ghosh,https://orcid.org/0000-0002-7259-5651,d851d14d-d955-48cb-be4e-0994c5181ea5
f30bcf6d-d1bd-42a6-844a-82eab8ae2dd2,Jan,Gieseler,https://orcid.org/0000-0003-1848-7067,acb7415f-70c1-466c-a1c0-e4deb76c479f
37027c51-98dd-449e-aabf-614a50409eb7,Marius,Giger,https://orcid.org/0000-0002-6863-6502,d4d7c0b4-1b68-436f-a169-031ae149b8e0
9b01dcea-622a-4a9b-b574-97d93e55ea93,Chris R.,Gilly,https://orcid.org/0000-0003-0021-9056,7d4f0f58-8d42-4a8d-a6bb-94821a2079f3
21161794-f7ca-4583-8e1d-7a5604876888,Dr.,Gilly,,7d4f0f58-8d42-4a8d-a6bb-94821a2079f3
4a703560-ecf5-4ae8-a7e2-028076ec3708,Dhruv,Goel,,
e8217bb3-f6d3-4975-a2bb-e20634d5f7ad,Reid,Gomillion,,
bf55088e-5461-4ca3-a827-7df717543afd,Rahul,Gopalakrishnan,https://orcid.org/0000-0002-1282-3480,d0908a8e-0b53-49e4-a5b2-1ff914086520
9eadd126-2ebf-47bb-a6de-54ade76ee7b2,Graham,Goudeau,,
c8ec2092-310b-42a7-b35e-766106be0c83,,graham,,
3285706a-d2d4-40d7-81ee-f9fbd1772bdf,Brett J,Graham,https://orcid.org/0000-0001-6315-4507,cd98a763-8d31-4704-a219-9d1f43a05888
aa939ba6-fa40-420b-9161-1e5c492f2936,Daniel B.,Graham,https://orcid.org/0000-0002-1046-746X,fd54e7d5-09c3-4bf4-8f01-a7dac8022ad2
4e53ded9-d000-4c61-bacb-b4c85f1e9cad,Eric,Grimes,https://orcid.org/0000-0001-5756-8789,cf788e46-c8d8-4cd7-9c36-24118587d93c
07938324-dbf7-466e-bb80-a33b47f29d22,SuperDARN Data Visualization Working,Group,,
0cb453e6-fd34-4e1a-b819-2c20a2671849,Max,Grover,https://orcid.org/0000-0002-0370-8974,dd23f515-fba1-441d-94d3-84fbb02cc550
9cce5810-9ab2-4ae5-8415-7995d8826d96,Chloé,Guennou,,d0893f45-bf2b-4b82-bbee-80a461f19db9
d9a47e4d-191a-4a60-8946-8e4783e06017,Chloé,Guennou,,
6df10c93-97c2-4186-8a3d-3e621ba755b2,Silvina,Guidoni,,ed4bfa2d-202f-4c43-aef6-5c5eae6b080e
de71012b-2f50-4143-82e8-d45ce6b44bdb,Norbert G,Gyenge,https://orcid.org/0000-0003-0464-1537,ca4f1e4d-41f2-43fa-800b-bf65fc3af244
5cb30320-44e8-4578-92eb-c08ef1e38e48,Ishtyaq,Habib,,
b0d8ab28-e562-40b8-ae9a-3511218e347c,Colby C.,Haggerty,https://orcid.org/0000-0002-2160-7288,36c4a2d0-5f85-4c83-9bfc-77a712f0c5f4
3dfa4726-1dce-4981-949b-7b0b13623320,Jasper,Halekas,https://orcid.org/0000-0001-5258-6128,3509d74e-8ba0-4ead-99a1-79d34b28457c
c898db9e-f54d-4e10-96d2-f94e8a9c4eae,Kevin,Hallock,,
2ca7fe23-88b3-4fc6-bee0-b47631ee462e,Alex,Hamilton,,
b80f0c00-ae59-4c75-89e0-35e830ec47cd,K. Gwen,Hanley,https://orcid.org/0000-0001-6250-7665,94750811-50aa-442c-8dfa-1dcb14bd266c
a4fe6879-c2c2-4cb0-8851-2fb2cd772eba,Sirjan,Hansda,https://orcid.org/0009-0004-0333-3166,a4f0e14c-a28f-4021-85c5-4aa24189f680
2c9f9c28-79d6-4dad-ac84-d9a885b6319a,Raymon Skjørten,Hansen,,
ed930cc5-0074-44ce-9ef4-f2682fde22f0,Md Akramul,Haque,,01134f65-4a35-4f4e-a748-0c06740086e7
55f6778b-9e0e-48c9-980b-bb9049fab2f8,,Hardik,,
e4e0a206-e0d2-4121-ba3f-675964f4f777,Bryan,Harter,https://orcid.org/0000-0002-3908-9001,b242cb07-2bcb-4afe-ba5e-e89ae812899d
a8a9a142-cc76-4c71-88da-21f792c2d849,Maxine,Hartnett,,
